model,N,effect,replicate,lambda_emp,lambda_thr97,lambda_p,detect_lambda,eig1_obs,eig1_thr97,eig1_p,detect_pca
cline,100,0.01,26,1.047834134217058,1.0,,1,1.209089340127555,1.5477320613535541,,0
cline,100,0.01,27,0.9890418332319327,1.0,,0,1.223485092531997,1.5477320613535541,,0
cline,100,0.01,28,1.0348664294499774,1.0,,1,1.209753820141063,1.5477320613535541,,0
cline,100,0.01,29,1.0497030028914047,1.0,,1,1.210452149684392,1.5477320613535541,,0
cline,100,0.01,30,1.032924907000584,1.0,,1,1.2069275954202527,1.5477320613535541,,0
cline,100,0.01,31,1.0290421733648616,1.0,,1,1.2049735318487123,1.5477320613535541,,0
cline,100,0.01,32,1.0049498554163465,1.0,,1,1.2129393008867801,1.5477320613535541,,0
cline,100,0.01,33,1.032503440348019,1.0,,1,1.2099784491207675,1.5477320613535541,,0
cline,100,0.01,34,1.039131157956904,1.0,,1,1.218634862582082,1.5477320613535541,,0
cline,100,0.01,35,1.0337880605194452,1.0,,1,1.2031518927226221,1.5477320613535541,,0
cline,100,0.01,36,1.025338538390158,1.0,,1,1.2098505878971215,1.5477320613535541,,0
cline,100,0.01,37,1.0416524666900917,1.0,,1,1.2132833138638377,1.5477320613535541,,0
cline,100,0.01,38,1.0715953203876631,1.0,,1,1.2178138242289218,1.5477320613535541,,0
cline,100,0.01,39,1.060685780705711,1.0,,1,1.2108199893075264,1.5477320613535541,,0
cline,100,0.01,40,1.0234271274695048,1.0,,1,1.1971673381568726,1.5477320613535541,,0
cline,100,0.01,41,0.9928371001649547,1.0,,0,1.2089002661623978,1.5477320613535541,,0
cline,100,0.01,42,1.0167222053360114,1.0,,1,1.22238558804868,1.5477320613535541,,0
cline,100,0.01,43,1.0253539936431428,1.0,,1,1.2138328177882414,1.5477320613535541,,0
cline,100,0.01,44,1.0310457739250356,1.0,,1,1.2142071071083471,1.5477320613535541,,0
cline,100,0.01,45,0.9948603507370024,1.0,,0,1.2065728520309966,1.5477320613535541,,0
cline,100,0.01,46,1.0224054611395315,1.0,,1,1.2091549549214369,1.5477320613535541,,0
cline,100,0.01,47,1.0198078571666453,1.0,,1,1.2108084150071174,1.5477320613535541,,0
cline,100,0.01,48,1.0288864009429421,1.0,,1,1.210511948968597,1.5477320613535541,,0
cline,100,0.01,49,1.044946587458949,1.0,,1,1.2356786542933178,1.5477320613535541,,0
cline,100,0.01,50,1.0470156492941654,1.0,,1,1.2162045273358404,1.5477320613535541,,0
cline,100,0.01,51,1.0198039141182356,1.0,,1,1.209546767142565,1.5477320613535541,,0
cline,100,0.01,52,0.9931488769042736,1.0,,0,1.2059196403155465,1.5477320613535541,,0
cline,100,0.01,53,1.025483354712475,1.0,,1,1.2054323894263026,1.5477320613535541,,0
cline,100,0.01,54,1.0308726339808523,1.0,,1,1.2164997353489033,1.5477320613535541,,0
cline,100,0.01,55,1.0392875094672864,1.0,,1,1.2050702034833571,1.5477320613535541,,0
cline,100,0.01,56,1.0608731280261898,1.0,,1,1.2217119603741937,1.5477320613535541,,0
cline,100,0.01,57,1.0346776988289468,1.0,,1,1.21866554878096,1.5477320613535541,,0
cline,100,0.01,58,1.038518456992541,1.0,,1,1.2085290555175021,1.5477320613535541,,0
cline,100,0.01,59,1.0032334739405195,1.0,,1,1.2195350433049403,1.5477320613535541,,0
cline,100,0.01,60,1.0447315976036466,1.0,,1,1.2224062603996873,1.5477320613535541,,0
cline,100,0.01,61,1.0402875619507819,1.0,,1,1.2177576522136324,1.5477320613535541,,0
cline,100,0.01,62,1.0122640758786028,1.0,,1,1.208207044299872,1.5477320613535541,,0
cline,100,0.01,63,1.010452152579888,1.0,,1,1.2132295688916372,1.5477320613535541,,0
cline,100,0.01,64,1.0321454198390996,1.0,,1,1.2092308214245373,1.5477320613535541,,0
